datetime,glucose
2024-01-01 08:50:00,212.2
2024-01-01 08:55:00,206.2
2024-01-01 09:00:00,212.9
2024-01-01 09:05:00,208.3
2024-01-01 09:10:00,213.2
2024-01-01 09:15:00,209.9
2024-01-01 09:20:00,205.5
2024-01-01 09:25:00,202.1
2024-01-01 09:30:00,195.8
2024-01-01 09:35:00,193.9
2024-01-01 09:40:00,185.5
2024-01-01 09:45:00,177.3
2024-01-01 09:50:00,171.0
2024-01-01 09:55:00,169.4
2024-01-01 10:00:00,167.8
2024-01-01 10:05:00,158.1
2024-01-01 10:10:00,152.2
2024-01-01 10:15:00,148.8
2024-01-01 10:20:00,147.8
2024-01-01 10:25:00,140.9
2024-01-01 10:30:00,135.9
2024-01-01 10:35:00,137.9
2024-01-01 10:40:00,133.6
2024-01-01 10:45:00,135.1
2024-01-01 10:50:00,129.6
2024-01-01 10:55:00,124.2
2024-01-01 11:00:00,122.8
2024-01-01 11:05:00,131.1
2024-01-01 11:10:00,130.8
2024-01-01 11:15:00,124.6
2024-01-01 11:20:00,123.6
2024-01-01 11:25:00,128.8
2024-01-01 11:30:00,120.8
2024-01-01 11:35:00,121.2
2024-01-01 11:40:00,125.7
2024-01-01 11:45:00,122.4
2024-01-01 11:50:00,123.3
2024-01-01 11:55:00,122.7
2024-01-01 12:00:00,124.0
2024-01-01 12:05:00,127.1
2024-01-01 12:10:00,122.9
2024-01-01 12:15:00,124.4
2024-01-01 12:20:00,116.1
2024-01-01 12:25:00,122.0
2024-01-01 12:30:00,119.4
2024-01-01 12:35:00,118.0
2024-01-01 12:40:00,118.9
2024-01-01 12:45:00,120.3
2024-01-01 12:50:00,123.8
2024-01-01 12:55:00,116.9
2024-01-01 13:00:00,150.4
2024-01-01 13:05:00,153.2
2024-01-01 13:10:00,158.3
2024-01-01 13:15:00,167.2
2024-01-01 13:20:00,170.8
2024-01-01 13:25:00,178.4
2024-01-01 13:30:00,179.1
2024-01-01 13:35:00,182.6
2024-01-01 13:40:00,188.8
2024-01-01 13:45:00,194.7
2024-01-01 13:50:00,198.6
2024-01-01 13:55:00,198.3
2024-01-01 14:00:00,204.7
2024-01-01 14:05:00,207.2
2024-01-01 14:10:00,215.3
2024-01-01 14:15:00,213.7
2024-01-01 14:20:00,205.1
2024-01-01 14:25:00,205.4
2024-01-01 14:30:00,199.7
2024-01-01 14:35:00,199.3
2024-01-01 14:40:00,198.3
2024-01-01 14:45:00,196.6
2024-01-01 14:50:00,185.9
2024-01-01 14:55:00,180.9
2024-01-01 15:00:00,170.9
2024-01-01 15:05:00,171.1
2024-01-01 15:10:00,162.6
2024-01-01 15:15:00,158.5
2024-01-01 15:20:00,151.9
2024-01-01 15:25:00,129.0
2024-01-01 15:30:00,120.6
2024-01-01 15:35:00,118.2
2024-01-01 15:40:00,126.0
2024-01-01 15:45:00,113.0
2024-01-01 15:50:00,111.1
2024-01-01 15:55:00,117.8
2024-01-01 16:00:00,119.2
2024-01-01 16:05:00,105.4
2024-01-01 16:10:00,106.4
2024-01-01 16:15:00,107.5
2024-01-01 16:20:00,110.7
2024-01-01 16:25:00,101.9
2024-01-01 16:30:00,103.5
2024-01-01 16:35:00,106.1
2024-01-01 16:40:00,104.7
2024-01-01 16:45:00,102.0
2024-01-01 16:50:00,102.5
2024-01-01 16:55:00,98.6
2024-01-01 17:00:00,101.8
2024-01-01 17:05:00,101.6
2024-01-01 17:10:00,103.0
2024-01-01 17:15:00,100.5
2024-01-01 17:20:00,103.5
2024-01-01 17:25:00,107.7
2024-01-01 17:30:00,104.8
2024-01-01 17:35:00,105.1
2024-01-01 17:40:00,103.9
2024-01-01 17:45:00,103.4
2024-01-01 17:50:00,100.9
2024-01-01 17:55:00,103.7
2024-01-01 18:00:00,102.2
2024-01-01 18:05:00,108.5
2024-01-01 18:10:00,106.7
2024-01-01 18:15:00,102.8
2024-01-01 18:20:00,99.1
2024-01-01 18:25:00,97.8
2024-01-01 18:30:00,104.4
2024-01-01 18:35:00,101.4
2024-01-01 18:40:00,101.8
2024-01-01 18:45:00,94.9
2024-01-01 18:50:00,102.6
2024-01-01 18:55:00,101.0
2024-01-01 19:00:00,110.9
2024-01-01 19:05:00,114.5
2024-01-01 19:10:00,118.6
2024-01-01 19:15:00,119.9
2024-01-01 19:20:00,120.9
2024-01-01 19:25:00,123.5
2024-01-01 19:30:00,125.2
2024-01-01 19:35:00,128.5
2024-01-01 19:40:00,134.6
2024-01-01 19:45:00,124.5
2024-01-01 19:50:00,133.4
2024-01-01 19:55:00,136.5
2024-01-01 20:00:00,138.4
2024-01-01 20:05:00,137.8
2024-01-01 20:10:00,134.8
2024-01-01 20:15:00,141.9
2024-01-01 20:20:00,146.7
2024-01-01 20:25:00,137.2
2024-01-01 20:30:00,144.4
2024-01-01 20:35:00,140.4
2024-01-01 20:40:00,140.6
2024-01-01 20:45:00,136.6
2024-01-01 20:50:00,137.5
2024-01-01 20:55:00,140.9
2024-01-01 21:00:00,137.0
2024-01-01 21:05:00,138.5
2024-01-01 21:10:00,134.8
2024-01-01 21:15:00,130.3
2024-01-01 21:20:00,131.9
2024-01-01 21:25:00,125.7
2024-01-01 21:30:00,124.4
2024-01-01 21:35:00,118.7
2024-01-01 21:40:00,117.5
2024-01-01 21:45:00,113.0
2024-01-01 21:50:00,115.9
2024-01-01 21:55:00,107.4
2024-01-01 22:00:00,111.4
2024-01-01 22:05:00,106.7
2024-01-01 22:10:00,109.2
2024-01-01 22:15:00,106.5
2024-01-01 22:20:00,108.4
2024-01-01 22:25:00,104.0
2024-01-01 22:30:00,96.1
2024-01-01 22:35:00,99.7
2024-01-01 22:40:00,95.7
2024-01-01 22:45:00,97.0
2024-01-01 22:50:00,102.6
2024-01-01 22:55:00,99.5
2024-01-01 23:00:00,95.2
2024-01-01 23:05:00,94.0
2024-01-01 23:10:00,96.9
2024-01-01 23:15:00,93.0
2024-01-01 23:20:00,94.6
2024-01-01 23:25:00,97.5
2024-01-01 23:30:00,100.0
2024-01-01 23:35:00,98.4
2024-01-01 23:40:00,89.8
2024-01-01 23:45:00,97.7
2024-01-01 23:50:00,97.1
2024-01-01 23:55:00,98.2
2024-01-02 00:00:00,101.9
2024-01-02 00:05:00,91.0
2024-01-02 00:10:00,95.6
2024-01-02 00:15:00,99.3
2024-01-02 00:20:00,93.0
2024-01-02 00:25:00,102.3
2024-01-02 00:30:00,99.2
2024-01-02 00:35:00,100.8
2024-01-02 00:40:00,96.8
2024-01-02 00:45:00,101.2
2024-01-02 00:50:00,102.1
2024-01-02 00:55:00,99.9
2024-01-02 01:00:00,100.1
2024-01-02 01:05:00,100.4
2024-01-02 01:10:00,97.3
2024-01-02 01:15:00,99.7
2024-01-02 01:20:00,99.9
2024-01-02 01:25:00,101.8
2024-01-02 01:30:00,103.9
2024-01-02 01:35:00,98.0
2024-01-02 01:40:00,101.0
2024-01-02 01:45:00,106.1
2024-01-02 01:50:00,99.7
2024-01-02 01:55:00,99.8
2024-01-02 02:00:00,103.1
2024-01-02 02:05:00,105.3
2024-01-02 02:10:00,103.1
2024-01-02 02:15:00,107.4
2024-01-02 02:20:00,106.2
2024-01-02 02:25:00,106.5
2024-01-02 02:30:00,105.9
2024-01-02 02:35:00,111.5
2024-01-02 02:40:00,104.3
2024-01-02 02:45:00,99.2
2024-01-02 02:50:00,110.3
2024-01-02 02:55:00,104.4
2024-01-02 03:00:00,106.4
2024-01-02 03:05:00,110.4
2024-01-02 03:10:00,101.9
2024-01-02 03:15:00,103.3
2024-01-02 03:20:00,102.6
2024-01-02 03:25:00,105.3
2024-01-02 03:30:00,109.4
2024-01-02 03:35:00,109.9
2024-01-02 03:40:00,109.5
2024-01-02 03:45:00,104.8
2024-01-02 03:50:00,102.4
2024-01-02 03:55:00,109.8
2024-01-02 04:00:00,108.6
2024-01-02 04:05:00,111.7
2024-01-02 04:10:00,112.8
2024-01-02 04:15:00,111.4
2024-01-02 04:20:00,113.6
2024-01-02 04:25:00,112.3
2024-01-02 04:30:00,113.5
2024-01-02 04:35:00,110.2
2024-01-02 04:40:00,112.1
2024-01-02 04:45:00,113.5
2024-01-02 04:50:00,115.7
2024-01-02 04:55:00,112.4
2024-01-02 05:00:00,115.4
2024-01-02 05:05:00,113.4
2024-01-02 05:10:00,114.2
2024-01-02 05:15:00,117.3
2024-01-02 05:20:00,109.2
2024-01-02 05:25:00,111.5
2024-01-02 05:30:00,111.3
2024-01-02 05:35:00,109.0
2024-01-02 05:40:00,114.3
2024-01-02 05:45:00,118.9
2024-01-02 05:50:00,116.1
2024-01-02 05:55:00,117.8
2024-01-02 06:00:00,120.8
2024-01-02 06:05:00,121.8
2024-01-02 06:10:00,117.9
2024-01-02 06:15:00,122.4
2024-01-02 06:20:00,118.9
2024-01-02 06:25:00,116.4
2024-01-02 06:30:00,117.3
2024-01-02 06:35:00,114.9
2024-01-02 06:40:00,117.0
2024-01-02 06:45:00,118.8
2024-01-02 06:50:00,122.5
2024-01-02 06:55:00,125.5
2024-01-02 07:00:00,116.5
2024-01-02 07:05:00,122.0
2024-01-02 07:10:00,117.9
2024-01-02 07:15:00,122.7
2024-01-02 07:20:00,121.1
2024-01-02 07:25:00,116.2
2024-01-02 07:30:00,124.7
2024-01-02 07:35:00,120.3
2024-01-02 07:40:00,120.7
2024-01-02 07:45:00,119.3
2024-01-02 07:50:00,120.7
2024-01-02 07:55:00,124.1
2024-01-02 08:00:00,150.2
2024-01-02 08:05:00,156.0
2024-01-02 08:10:00,160.6
2024-01-02 08:15:00,168.1
2024-01-02 08:20:00,168.0
2024-01-02 08:25:00,169.5
2024-01-02 08:30:00,182.1
2024-01-02 08:35:00,182.8
2024-01-02 08:40:00,191.9
2024-01-02 08:45:00,194.2
2024-01-02 08:50:00,196.9
2024-01-02 08:55:00,202.0
2024-01-02 09:00:00,210.0
2024-01-02 09:05:00,213.0
2024-01-02 09:10:00,208.9
2024-01-02 09:15:00,210.4
2024-01-02 09:20:00,213.7
2024-01-02 09:25:00,207.6
2024-01-02 09:30:00,210.2
2024-01-02 09:35:00,207.4
2024-01-02 09:40:00,206.0
2024-01-02 09:45:00,199.5
2024-01-02 09:50:00,193.7
2024-01-02 09:55:00,188.3
2024-01-02 10:00:00,186.8
2024-01-02 10:05:00,184.2
2024-01-02 10:10:00,179.9
2024-01-02 10:15:00,181.7
2024-01-02 10:20:00,174.4
2024-01-02 10:25:00,163.4
2024-01-02 10:30:00,162.7
2024-01-02 10:35:00,156.1
2024-01-02 10:40:00,152.3
2024-01-02 10:45:00,149.9
2024-01-02 10:50:00,147.6
2024-01-02 10:55:00,141.6
2024-01-02 11:00:00,142.9
2024-01-02 11:05:00,133.7
2024-01-02 11:10:00,134.9
2024-01-02 11:15:00,140.7
2024-01-02 11:20:00,131.9
2024-01-02 11:25:00,134.0
2024-01-02 11:30:00,128.7
2024-01-02 11:35:00,129.1
2024-01-02 11:40:00,126.3
2024-01-02 11:45:00,125.2
2024-01-02 11:50:00,122.7
2024-01-02 11:55:00,125.8
2024-01-02 12:00:00,121.4
2024-01-02 12:05:00,125.6
2024-01-02 12:10:00,126.5
2024-01-02 12:15:00,124.0
2024-01-02 12:20:00,121.7
2024-01-02 12:25:00,123.7
2024-01-02 12:30:00,121.1
2024-01-02 12:35:00,124.6
2024-01-02 12:40:00,116.1
2024-01-02 12:45:00,120.3
2024-01-02 12:50:00,115.1
2024-01-02 12:55:00,116.4
2024-01-02 13:00:00,140.2
2024-01-02 13:05:00,141.3
2024-01-02 13:10:00,139.3
2024-01-02 13:15:00,139.9
2024-01-02 13:20:00,138.5
2024-01-02 13:25:00,148.8
2024-01-02 13:30:00,160.7
2024-01-02 13:35:00,157.6
2024-01-02 13:40:00,157.2
2024-01-02 13:45:00,162.5
2024-01-02 13:50:00,158.2
2024-01-02 13:55:00,163.3
2024-01-02 14:00:00,165.1
2024-01-02 14:05:00,164.6
2024-01-02 14:10:00,166.7
2024-01-02 14:15:00,164.2
2024-01-02 14:20:00,163.4
2024-01-02 14:25:00,157.0
2024-01-02 14:30:00,159.0
2024-01-02 14:35:00,158.1
2024-01-02 14:40:00,146.9
2024-01-02 14:45:00,143.6
2024-01-02 14:50:00,146.6
2024-01-02 14:55:00,138.4
2024-01-02 15:00:00,139.7
2024-01-02 15:05:00,130.8
2024-01-02 15:10:00,133.4
2024-01-02 15:15:00,126.5
2024-01-02 15:20:00,124.3
2024-01-02 15:25:00,125.9
2024-01-02 15:30:00,118.0
2024-01-02 15:35:00,114.5
2024-01-02 15:40:00,114.4
2024-01-02 15:45:00,115.8
2024-01-02 15:50:00,108.6
2024-01-02 15:55:00,114.2
2024-01-02 16:00:00,109.9
2024-01-02 16:05:00,114.2
2024-01-02 16:10:00,102.9
2024-01-02 16:15:00,107.2
2024-01-02 16:20:00,104.0
2024-01-02 16:25:00,106.2
2024-01-02 16:30:00,109.0
2024-01-02 16:35:00,107.3
2024-01-02 16:40:00,106.7
2024-01-02 16:45:00,106.7
2024-01-02 16:50:00,107.4
2024-01-02 16:55:00,103.4
2024-01-02 17:00:00,108.3
2024-01-02 17:05:00,107.8
2024-01-02 17:10:00,106.7
2024-01-02 17:15:00,106.9
2024-01-02 17:20:00,105.8
2024-01-02 17:25:00,110.7
2024-01-02 17:30:00,104.0
2024-01-02 17:35:00,103.0
2024-01-02 17:40:00,101.4
2024-01-02 17:45:00,100.3
2024-01-02 17:50:00,99.3
2024-01-02 17:55:00,100.1
2024-01-02 18:00:00,102.3
2024-01-02 18:05:00,103.2
2024-01-02 18:10:00,102.1
2024-01-02 18:15:00,99.4
2024-01-02 18:20:00,104.1
2024-01-02 18:25:00,103.3
2024-01-02 18:30:00,100.4
2024-01-02 18:35:00,98.7
2024-01-02 18:40:00,102.0
2024-01-02 18:45:00,100.7
2024-01-02 18:50:00,95.5
2024-01-02 18:55:00,99.4
2024-01-02 19:00:00,120.4
2024-01-02 19:05:00,119.4
2024-01-02 19:10:00,125.3
2024-01-02 19:15:00,123.2
2024-01-02 19:20:00,134.5
2024-01-02 19:25:00,137.3
2024-01-02 19:30:00,135.8
2024-01-02 19:35:00,140.7
2024-01-02 19:40:00,135.4
2024-01-02 19:45:00,142.0
2024-01-02 19:50:00,147.4
2024-01-02 19:55:00,147.5
2024-01-02 20:00:00,155.1
2024-01-02 20:05:00,160.9
2024-01-02 20:10:00,152.9
2024-01-02 20:15:00,155.0
2024-01-02 20:20:00,158.9
2024-01-02 20:25:00,163.3
2024-01-02 20:30:00,154.6
2024-01-02 20:35:00,158.4
2024-01-02 20:40:00,162.0
2024-01-02 20:45:00,150.0
2024-01-02 20:50:00,149.2
2024-01-02 20:55:00,149.5
2024-01-02 21:00:00,146.7
2024-01-02 21:05:00,147.8
2024-01-02 21:10:00,143.1
2024-01-02 21:15:00,133.9
2024-01-02 21:20:00,137.5
2024-01-02 21:25:00,130.9
2024-01-02 21:30:00,133.1
2024-01-02 21:35:00,124.2
2024-01-02 21:40:00,121.0
2024-01-02 21:45:00,121.5
2024-01-02 21:50:00,119.3
2024-01-02 21:55:00,115.7
2024-01-02 22:00:00,106.9
2024-01-02 22:05:00,111.3
2024-01-02 22:10:00,104.5
2024-01-02 22:15:00,106.5
2024-01-02 22:20:00,99.9
2024-01-02 22:25:00,104.1
2024-01-02 22:30:00,99.1
2024-01-02 22:35:00,96.6
2024-01-02 22:40:00,101.7
2024-01-02 22:45:00,99.6
2024-01-02 22:50:00,96.4
2024-01-02 22:55:00,102.1
2024-01-02 23:00:00,96.0
2024-01-02 23:05:00,97.2
2024-01-02 23:10:00,97.7
2024-01-02 23:15:00,94.8
2024-01-02 23:20:00,98.0
2024-01-02 23:25:00,95.0
2024-01-02 23:30:00,95.3
2024-01-02 23:35:00,100.7
2024-01-02 23:40:00,93.5
2024-01-02 23:45:00,89.5
2024-01-02 23:50:00,101.7
2024-01-02 23:55:00,104.6
2024-01-03 00:00:00,95.9
2024-01-03 00:05:00,91.4
2024-01-03 00:10:00,96.5
2024-01-03 00:15:00,96.7
2024-01-03 00:20:00,97.2
2024-01-03 00:25:00,94.6
2024-01-03 00:30:00,99.8
2024-01-03 00:35:00,99.9
2024-01-03 00:40:00,94.0
2024-01-03 00:45:00,100.8
2024-01-03 00:50:00,105.1
2024-01-03 00:55:00,99.7
2024-01-03 01:00:00,98.4
2024-01-03 01:05:00,99.2
2024-01-03 01:10:00,101.7
2024-01-03 01:15:00,94.9
2024-01-03 01:20:00,100.9
2024-01-03 01:25:00,99.4
2024-01-03 01:30:00,106.4
2024-01-03 01:35:00,100.6
2024-01-03 01:40:00,106.4
2024-01-03 01:45:00,98.4
2024-01-03 01:50:00,103.7
2024-01-03 01:55:00,103.2
2024-01-03 02:00:00,99.9
2024-01-03 02:05:00,103.3
2024-01-03 02:10:00,106.7
2024-01-03 02:15:00,102.4
2024-01-03 02:20:00,98.6
2024-01-03 02:25:00,103.9
2024-01-03 02:30:00,101.6
2024-01-03 02:35:00,103.5
2024-01-03 02:40:00,104.6
2024-01-03 02:45:00,100.1
2024-01-03 02:50:00,100.6
2024-01-03 02:55:00,107.2
2024-01-03 03:00:00,104.5
2024-01-03 03:05:00,98.7
2024-01-03 03:10:00,109.1
2024-01-03 03:15:00,107.9
2024-01-03 03:20:00,105.3
2024-01-03 03:25:00,103.8
2024-01-03 03:30:00,110.5
2024-01-03 03:35:00,109.4
2024-01-03 03:40:00,115.8
2024-01-03 03:45:00,110.3
2024-01-03 03:50:00,110.5
2024-01-03 03:55:00,109.2
2024-01-03 04:00:00,112.5
2024-01-03 04:05:00,112.2
2024-01-03 04:10:00,114.4
2024-01-03 04:15:00,109.4
2024-01-03 04:20:00,110.0
2024-01-03 04:25:00,110.2
2024-01-03 04:30:00,114.3
2024-01-03 04:35:00,116.8
2024-01-03 04:40:00,111.2
2024-01-03 04:45:00,111.7
2024-01-03 04:50:00,114.2
2024-01-03 04:55:00,112.8
2024-01-03 05:00:00,116.7
2024-01-03 05:05:00,107.4
2024-01-03 05:10:00,112.0
2024-01-03 05:15:00,112.5
2024-01-03 05:20:00,108.2
2024-01-03 05:25:00,112.5
2024-01-03 05:30:00,113.0
2024-01-03 05:35:00,115.4
2024-01-03 05:40:00,119.7
2024-01-03 05:45:00,115.9
2024-01-03 05:50:00,113.8
2024-01-03 05:55:00,117.0
2024-01-03 06:00:00,120.6
2024-01-03 06:05:00,114.9
2024-01-03 06:10:00,115.3
2024-01-03 06:15:00,120.0
2024-01-03 06:20:00,117.9
2024-01-03 06:25:00,120.8
2024-01-03 06:30:00,119.1
2024-01-03 06:35:00,121.5
2024-01-03 06:40:00,116.5
2024-01-03 06:45:00,119.9
2024-01-03 06:50:00,119.5
2024-01-03 06:55:00,116.7
2024-01-03 07:00:00,115.9
2024-01-03 07:05:00,122.9
2024-01-03 07:10:00,120.0
2024-01-03 07:15:00,118.2
2024-01-03 07:20:00,121.2
2024-01-03 07:25:00,125.1
2024-01-03 07:30:00,115.1
2024-01-03 07:35:00,117.6
2024-01-03 07:40:00,119.5
2024-01-03 07:45:00,126.9
2024-01-03 07:50:00,123.5
2024-01-03 07:55:00,125.1
2024-01-03 08:00:00,145.1
2024-01-03 08:05:00,149.0
2024-01-03 08:10:00,157.7
2024-01-03 08:15:00,160.7
2024-01-03 08:20:00,166.6
2024-01-03 08:25:00,168.8
2024-01-03 08:30:00,174.7
2024-01-03 08:35:00,178.8
2024-01-03 08:40:00,185.0
2024-01-03 08:45:00,189.1
2024-01-03 08:50:00,185.7
2024-01-03 08:55:00,187.3
2024-01-03 09:00:00,200.0
2024-01-03 09:05:00,203.0
2024-01-03 09:10:00,198.3
2024-01-03 09:15:00,197.1
2024-01-03 09:20:00,203.6
2024-01-03 09:25:00,206.1
2024-01-03 09:30:00,208.1
2024-01-03 09:35:00,202.9
2024-01-03 09:40:00,198.3
2024-01-03 09:45:00,194.3
2024-01-03 09:50:00,194.0
2024-01-03 09:55:00,189.7
2024-01-03 10:00:00,183.7
2024-01-03 10:05:00,188.9
2024-01-03 10:10:00,183.9
2024-01-03 10:15:00,177.6
2024-01-03 10:20:00,167.0
2024-01-03 10:25:00,168.0
2024-01-03 10:30:00,163.1
2024-01-03 10:35:00,158.4
2024-01-03 10:40:00,157.0
2024-01-03 10:45:00,151.5
2024-01-03 10:50:00,148.4
2024-01-03 10:55:00,145.0
2024-01-03 11:00:00,141.3
2024-01-03 11:05:00,132.4
2024-01-03 11:10:00,135.7
2024-01-03 11:15:00,131.8
2024-01-03 11:20:00,127.9
2024-01-03 11:25:00,135.3
2024-01-03 11:30:00,134.1
2024-01-03 11:35:00,131.9
2024-01-03 11:40:00,127.6
2024-01-03 11:45:00,130.1
2024-01-03 11:50:00,125.4
2024-01-03 11:55:00,125.3
2024-01-03 12:00:00,120.9
2024-01-03 12:05:00,124.9
2024-01-03 12:10:00,123.5
2024-01-03 12:15:00,119.1
2024-01-03 12:20:00,122.5
2024-01-03 12:25:00,122.1
2024-01-03 12:30:00,127.5
2024-01-03 12:35:00,124.5
2024-01-03 12:40:00,121.6
2024-01-03 12:45:00,122.1
2024-01-03 12:50:00,121.2
2024-01-03 12:55:00,120.3
2024-01-03 13:00:00,139.0
2024-01-03 13:05:00,146.2
2024-01-03 13:10:00,149.2
2024-01-03 13:15:00,152.8
2024-01-03 13:20:00,163.3
2024-01-03 13:25:00,168.1
2024-01-03 13:30:00,166.4
2024-01-03 13:35:00,175.8
2024-01-03 13:40:00,182.7
2024-01-03 13:45:00,185.6
2024-01-03 13:50:00,187.1
2024-01-03 13:55:00,184.5
2024-01-03 14:00:00,181.0
2024-01-03 14:05:00,178.3
2024-01-03 14:10:00,179.4
2024-01-03 14:15:00,175.4
2024-01-03 14:20:00,173.3
2024-01-03 14:25:00,167.4
2024-01-03 14:30:00,158.0
2024-01-03 14:35:00,148.9
2024-01-03 14:40:00,146.0
2024-01-03 14:45:00,142.2
2024-01-03 14:50:00,135.9
2024-01-03 14:55:00,130.3
2024-01-03 15:00:00,128.8
2024-01-03 15:05:00,123.1
2024-01-03 15:10:00,119.8
2024-01-03 15:15:00,120.2
2024-01-03 15:20:00,116.1
2024-01-03 15:25:00,116.4
2024-01-03 15:30:00,115.2
2024-01-03 15:35:00,109.9
2024-01-03 15:40:00,111.0
2024-01-03 15:45:00,116.1
2024-01-03 15:50:00,107.7
2024-01-03 15:55:00,104.3
2024-01-03 16:00:00,104.6
2024-01-03 16:05:00,109.9
2024-01-03 16:10:00,109.5
2024-01-03 16:15:00,108.7
2024-01-03 16:20:00,112.4
2024-01-03 16:25:00,100.4
2024-01-03 16:30:00,109.2
2024-01-03 16:35:00,112.4
2024-01-03 16:40:00,104.0
2024-01-03 16:45:00,105.9
2024-01-03 16:50:00,104.5
2024-01-03 16:55:00,103.8
2024-01-03 17:00:00,105.1
2024-01-03 17:05:00,110.1
2024-01-03 17:10:00,111.0
2024-01-03 17:15:00,104.2
2024-01-03 17:20:00,110.6
2024-01-03 17:25:00,104.7
2024-01-03 17:30:00,109.5
2024-01-03 17:35:00,103.7
2024-01-03 17:40:00,104.1
2024-01-03 17:45:00,104.5
2024-01-03 17:50:00,112.6
2024-01-03 17:55:00,105.3
2024-01-03 18:00:00,100.4
2024-01-03 18:05:00,105.1
2024-01-03 18:10:00,100.9
2024-01-03 18:15:00,100.2
2024-01-03 18:20:00,104.1
2024-01-03 18:25:00,101.2
2024-01-03 18:30:00,101.7
2024-01-03 18:35:00,100.7
2024-01-03 18:40:00,101.4
2024-01-03 18:45:00,101.4
2024-01-03 18:50:00,94.1
2024-01-03 18:55:00,101.6
2024-01-03 19:00:00,120.2
2024-01-03 19:05:00,124.6
2024-01-03 19:10:00,135.0
2024-01-03 19:15:00,142.1
2024-01-03 19:20:00,146.5
2024-01-03 19:25:00,157.5
2024-01-03 19:30:00,156.7
2024-01-03 19:35:00,164.2
2024-01-03 19:40:00,167.0
2024-01-03 19:45:00,170.4
2024-01-03 19:50:00,171.3
2024-01-03 19:55:00,165.6
2024-01-03 20:00:00,167.4
2024-01-03 20:05:00,160.5
2024-01-03 20:10:00,148.6
2024-01-03 20:15:00,141.7
2024-01-03 20:20:00,140.5
2024-01-03 20:25:00,132.9
